"station","cruiseNumber","year","month","day","longitude","latitude","pressure","temperature","salinity","sigmaTheta"
"HL2","99054",1999,10,23,-63.3263,44.262,0,11.74,30.12,22.84
"HL2","99054",1999,10,23,-63.3263,44.262,10,11.95,30.59,23.18
"HL2","99054",1999,10,23,-63.3263,44.262,20,12.53,30.88,23.3
"HL2","99054",1999,10,23,-63.3263,44.262,30,12.93,31.15,23.43
"HL2","99054",1999,10,23,-63.3263,44.262,40,13.26,31.45,23.59
"HL2","99054",1999,10,23,-63.3263,44.262,50,9.24,32,24.74
"HL2","99054",1999,10,23,-63.3263,44.262,60,5.21,32.37,25.57
"HL2","99054",1999,10,23,-63.3263,44.262,70,3.78,32.33,25.69
"HL2","99054",1999,10,23,-63.3263,44.262,80,3.51,32.4,25.77
"HL2","99054",1999,10,23,-63.3263,44.262,90,3.42,32.48,25.83
"HL2","99054",1999,10,23,-63.3263,44.262,100,3.71,32.62,25.92
"HL2","99054",1999,10,23,-63.3263,44.262,120,4.34,32.98,26.15
"HL2","99054",1999,10,23,-63.3263,44.262,140,4.65,33.11,26.22
"BBL1","99054",1999,10,24,-65.4787,43.2485,0,11.06,31.32,23.9
"BBL1","99054",1999,10,24,-65.4787,43.2485,10,11.01,31.77,24.26
"BBL1","99054",1999,10,24,-65.4787,43.2485,20,8.33,31.97,24.85
"BBL1","99054",1999,10,24,-65.4787,43.2485,30,7.4,32.06,25.05
"BBL1","99054",1999,10,24,-65.4787,43.2485,40,7.37,32.08,25.07
"BBL1","99054",1999,10,24,-65.4787,43.2485,50,7.34,32.09,25.08
"BBL1","99054",1999,10,24,-65.4787,43.2485,60,7.33,32.09,25.08
"BBL2","99054",1999,10,24,-65.4658,42.9922,0,10.96,31.57,24.11
"BBL2","99054",1999,10,24,-65.4658,42.9922,10,10.88,32.25,24.66
"BBL2","99054",1999,10,24,-65.4658,42.9922,20,10.9,32.26,24.66
"BBL2","99054",1999,10,24,-65.4658,42.9922,30,10.51,32.42,24.86
"BBL2","99054",1999,10,24,-65.4658,42.9922,40,9.83,32.78,25.25
"BBL2","99054",1999,10,24,-65.4658,42.9922,50,8.5,32.89,25.54
"BBL2","99054",1999,10,24,-65.4658,42.9922,60,7.93,33.18,25.86
"BBL2","99054",1999,10,24,-65.4658,42.9922,70,8.62,33.46,25.98
"BBL2","99054",1999,10,24,-65.4658,42.9922,80,8.66,33.49,25.99
"BBL2","99054",1999,10,24,-65.4658,42.9922,90,8.66,33.49,25.99
"BBL2","99054",1999,10,24,-65.4658,42.9922,100,8.66,33.49,25.99
"BBL3","99054",1999,10,24,-65.4715,42.7532,0,12.94,33.12,24.95
"BBL3","99054",1999,10,24,-65.4715,42.7532,10,12.92,33.26,25.06
"BBL3","99054",1999,10,24,-65.4715,42.7532,20,12.92,33.26,25.06
"BBL3","99054",1999,10,24,-65.4715,42.7532,30,12.93,33.26,25.06
"BBL3","99054",1999,10,24,-65.4715,42.7532,40,12.9,33.28,25.08
"BBL3","99054",1999,10,24,-65.4715,42.7532,50,12.43,33.32,25.2
"BBL3","99054",1999,10,24,-65.4715,42.7532,60,11.54,33.5,25.51
"BBL3","99054",1999,10,24,-65.4715,42.7532,70,9.97,33.53,25.81
"BBL3","99054",1999,10,24,-65.4715,42.7532,80,8.96,33.47,25.93
"BBL3","99054",1999,10,24,-65.4715,42.7532,90,8.73,33.46,25.95
"BBL4","99054",1999,10,24,-65.4847,42.455,0,NA,NA,NA
"BBL4","99054",1999,10,24,-65.4847,42.455,10,12.18,32.64,24.72
"BBL4","99054",1999,10,24,-65.4847,42.455,20,12.18,32.64,24.72
"BBL4","99054",1999,10,24,-65.4847,42.455,30,11.05,33.12,25.3
"BBL4","99054",1999,10,24,-65.4847,42.455,40,10.05,33.45,25.74
"BBL4","99054",1999,10,24,-65.4847,42.455,50,10.05,33.47,25.75
"BBL4","99054",1999,10,24,-65.4847,42.455,60,10.05,33.47,25.75
"BBL4","99054",1999,10,24,-65.4847,42.455,70,10.07,33.47,25.75
"BBL4","99054",1999,10,24,-65.4847,42.455,80,10.08,33.47,25.75
"BBL4","99054",1999,10,24,-65.4847,42.455,90,10.09,33.47,25.75
"BBL5","99054",1999,10,25,-65.492,42.1398,0,11.06,31.16,23.78
"BBL5","99054",1999,10,25,-65.492,42.1398,10,13.06,32.78,24.66
"BBL5","99054",1999,10,25,-65.492,42.1398,20,14.64,33.43,24.84
"BBL5","99054",1999,10,25,-65.492,42.1398,30,14.81,33.49,24.85
"BBL5","99054",1999,10,25,-65.492,42.1398,40,15,33.62,24.91
"BBL5","99054",1999,10,25,-65.492,42.1398,50,14.95,33.97,25.19
"BBL5","99054",1999,10,25,-65.492,42.1398,60,14.47,34.49,25.7
"BBL5","99054",1999,10,25,-65.492,42.1398,70,11.08,34.26,26.19
"BBL5","99054",1999,10,25,-65.492,42.1398,80,16.07,35.91,26.44
"BBL5","99054",1999,10,25,-65.492,42.1398,90,15.75,35.95,26.54
"BBL5","99054",1999,10,25,-65.492,42.1398,100,14.4,35.67,26.63
"BBL5","99054",1999,10,25,-65.492,42.1398,120,13.89,35.72,26.77
"BBL5","99054",1999,10,25,-65.492,42.1398,140,13.06,35.64,26.88
"BBL6","99054",1999,10,25,-65.4642,41.9975,0,13.46,33.47,25.11
"BBL6","99054",1999,10,25,-65.4642,41.9975,10,13.5,33,24.75
"BBL6","99054",1999,10,25,-65.4642,41.9975,20,13.5,33,24.75
"BBL6","99054",1999,10,25,-65.4642,41.9975,30,13.55,33.02,24.75
"BBL6","99054",1999,10,25,-65.4642,41.9975,40,13.6,33.04,24.76
"BBL6","99054",1999,10,25,-65.4642,41.9975,50,13.14,33.01,24.82
"BBL6","99054",1999,10,25,-65.4642,41.9975,60,12.03,33.05,25.07
"BBL6","99054",1999,10,25,-65.4642,41.9975,70,11.28,33.27,25.38
"BBL6","99054",1999,10,25,-65.4642,41.9975,80,10.8,33.61,25.73
"BBL6","99054",1999,10,25,-65.4642,41.9975,90,12.15,34.16,25.91
"BBL6","99054",1999,10,25,-65.4642,41.9975,100,13.13,34.54,26.01
"BBL6","99054",1999,10,25,-65.4642,41.9975,120,12.9,34.78,26.25
"BBL6","99054",1999,10,25,-65.4642,41.9975,140,12.76,35.29,26.67
"BBL6","99054",1999,10,25,-65.4642,41.9975,160,12.16,35.33,26.82
"BBL6","99054",1999,10,25,-65.4642,41.9975,180,11.58,35.25,26.87
"BBL6","99054",1999,10,25,-65.4642,41.9975,200,10.37,35.18,27.03
"BBL6","99054",1999,10,25,-65.4642,41.9975,220,9.8,35.21,27.15
"BBL6","99054",1999,10,25,-65.4642,41.9975,240,9.67,35.21,27.18
"BBL6","99054",1999,10,25,-65.4642,41.9975,260,9.29,35.2,27.23
"BBL6","99054",1999,10,25,-65.4642,41.9975,280,8.95,35.18,27.27
"BBL6","99054",1999,10,25,-65.4642,41.9975,300,8.84,35.17,27.29
"BBL6","99054",1999,10,25,-65.4642,41.9975,320,8.72,35.17,27.3
"BBL6","99054",1999,10,25,-65.4642,41.9975,340,8.57,35.16,27.31
"BBL6","99054",1999,10,25,-65.4642,41.9975,360,8.41,35.14,27.33
"BBL6","99054",1999,10,25,-65.4642,41.9975,380,8.21,35.14,27.36
"BBL6","99054",1999,10,25,-65.4642,41.9975,400,7.67,35.1,27.41
"BBL6","99054",1999,10,25,-65.4642,41.9975,420,7.42,35.08,27.43
"BBL6","99054",1999,10,25,-65.4642,41.9975,440,7.37,35.09,27.44
"BBL6","99054",1999,10,25,-65.4642,41.9975,500,6.58,35.05,27.52
"BBL6","99054",1999,10,25,-65.4642,41.9975,600,5.21,34.98,27.64
"BBL6","99054",1999,10,25,-65.4642,41.9975,700,4.9,34.96,27.67
"BBL6","99054",1999,10,25,-65.4642,41.9975,800,4.61,34.95,27.69
"BBL6","99054",1999,10,25,-65.4642,41.9975,900,4.39,34.94,27.71
"BBL6","99054",1999,10,25,-65.4642,41.9975,1000,4.18,34.94,27.73
"BBL6","99054",1999,10,25,-65.4642,41.9975,1100,4.11,34.94,27.73
"BBL7","99054",1999,10,25,-65.3542,41.8613,0,14.65,33.37,24.79
"BBL7","99054",1999,10,25,-65.3542,41.8613,10,14.83,33.47,24.83
"BBL7","99054",1999,10,25,-65.3542,41.8613,20,15.55,33.74,24.88
"BBL7","99054",1999,10,25,-65.3542,41.8613,30,17.16,34.41,25.03
"BBL7","99054",1999,10,25,-65.3542,41.8613,40,17.33,34.56,25.1
"BBL7","99054",1999,10,25,-65.3542,41.8613,50,16.45,34.54,25.29
"BBL7","99054",1999,10,25,-65.3542,41.8613,60,13.38,34.21,25.7
"BBL7","99054",1999,10,25,-65.3542,41.8613,70,12.24,34.4,26.08
"BBL7","99054",1999,10,25,-65.3542,41.8613,80,11.64,34.55,26.31
"BBL7","99054",1999,10,25,-65.3542,41.8613,90,10.83,34.64,26.53
"BBL7","99054",1999,10,25,-65.3542,41.8613,100,10.89,34.73,26.59
"BBL7","99054",1999,10,25,-65.3542,41.8613,120,12.62,35.25,26.67
"BBL7","99054",1999,10,25,-65.3542,41.8613,140,13.12,35.47,26.74
"BBL7","99054",1999,10,25,-65.3542,41.8613,160,12.09,35.33,26.84
"BBL7","99054",1999,10,25,-65.3542,41.8613,180,11.37,35.23,26.89
"BBL7","99054",1999,10,25,-65.3542,41.8613,200,10.83,35.2,26.97
"BBL7","99054",1999,10,25,-65.3542,41.8613,220,10.5,35.25,27.06
"BBL7","99054",1999,10,25,-65.3542,41.8613,240,9.64,35.19,27.16
"BBL7","99054",1999,10,25,-65.3542,41.8613,260,9.3,35.17,27.21
"BBL7","99054",1999,10,25,-65.3542,41.8613,280,9,35.16,27.25
"BBL7","99054",1999,10,25,-65.3542,41.8613,300,8.76,35.15,27.28
"BBL7","99054",1999,10,25,-65.3542,41.8613,320,8.66,35.14,27.29
"BBL7","99054",1999,10,25,-65.3542,41.8613,340,8.49,35.13,27.3
"BBL7","99054",1999,10,25,-65.3542,41.8613,360,8.04,35.1,27.35
"BBL7","99054",1999,10,25,-65.3542,41.8613,380,7.67,35.08,27.39
"BBL7","99054",1999,10,25,-65.3542,41.8613,400,7.57,35.07,27.4
"BBL7","99054",1999,10,25,-65.3542,41.8613,420,7.13,35.04,27.44
"BBL7","99054",1999,10,25,-65.3542,41.8613,440,6.82,35.02,27.47
"BBL7","99054",1999,10,25,-65.3542,41.8613,500,6.34,35.01,27.52
"BBL7","99054",1999,10,25,-65.3542,41.8613,600,5.55,34.99,27.61
"BBL7","99054",1999,10,25,-65.3542,41.8613,700,5,34.98,27.66
"BBL7","99054",1999,10,25,-65.3542,41.8613,800,4.67,34.97,27.7
"BBL7","99054",1999,10,25,-65.3542,41.8613,900,4.37,34.96,27.72
"BBL7","99054",1999,10,25,-65.3542,41.8613,1000,4.2,34.95,27.74
"BBL7","99054",1999,10,25,-65.3542,41.8613,1100,4.04,34.94,27.75
"BBL7","99054",1999,10,25,-65.3542,41.8613,1200,3.93,34.94,27.75
"BBL7","99054",1999,10,25,-65.3542,41.8613,1300,3.8,34.92,27.76
"BBL7","99054",1999,10,25,-65.3542,41.8613,1400,3.7,34.92,27.76
"BBL7","99054",1999,10,25,-65.3542,41.8613,1500,3.66,34.92,27.77
"BBL7","99054",1999,10,25,-65.3542,41.8613,1600,3.58,34.92,27.78
"BBL7","99054",1999,10,25,-65.3542,41.8613,1700,3.51,34.91,27.78
"BBL7","99054",1999,10,25,-65.3542,41.8613,1800,3.46,34.91,27.78
"BBL7","99054",1999,10,25,-65.3598,41.8642,0,15.66,NA,NA
"BBL7","99054",1999,10,25,-65.3598,41.8642,10,15.68,33.81,24.91
"BBL7","99054",1999,10,25,-65.3598,41.8642,20,15.96,33.93,24.93
"BBL7","99054",1999,10,25,-65.3598,41.8642,30,17.47,34.53,25.04
"BBL7","99054",1999,10,25,-65.3598,41.8642,40,17.93,34.82,25.16
"BBL7","99054",1999,10,25,-65.3598,41.8642,50,15.73,34.69,25.57
"LL9","99054",1999,10,28,-57.4903,43.464,0,14.29,NA,NA
"LL9","99054",1999,10,28,-57.4903,43.464,10,14.35,31.83,23.67
"LL9","99054",1999,10,28,-57.4903,43.464,20,14.36,31.84,23.67
"LL9","99054",1999,10,28,-57.4903,43.464,30,14.35,31.84,23.68
"LL9","99054",1999,10,28,-57.4903,43.464,40,14.32,31.85,23.69
"LL9","99054",1999,10,28,-57.4903,43.464,50,11.57,32.25,24.53
"LL9","99054",1999,10,28,-57.4903,43.464,60,7.34,32.78,25.62
"LL9","99054",1999,10,28,-57.4903,43.464,70,5.88,33.07,26.04
"LL9","99054",1999,10,28,-57.4903,43.464,80,5.88,33.38,26.29
"LL9","99054",1999,10,28,-57.4903,43.464,90,6.21,33.64,26.46
"LL9","99054",1999,10,28,-57.4903,43.464,100,6.6,33.91,26.61
"LL9","99054",1999,10,28,-57.4903,43.464,120,6.9,34.14,26.75
"LL9","99054",1999,10,28,-57.4903,43.464,140,7.27,34.45,26.95
"LL9","99054",1999,10,28,-57.4903,43.464,160,7.54,34.68,27.1
"LL9","99054",1999,10,28,-57.4903,43.464,180,7.61,34.8,27.17
"LL9","99054",1999,10,28,-57.4903,43.464,200,7.59,34.83,27.21
"LL9","99054",1999,10,28,-57.4903,43.464,220,7.44,34.88,27.26
"LL9","99054",1999,10,28,-57.4903,43.464,240,7.2,34.88,27.3
"LL9","99054",1999,10,28,-57.4903,43.464,260,6.97,34.91,27.35
"LL9","99054",1999,10,28,-57.4903,43.464,280,6.72,34.91,27.39
"LL9","99054",1999,10,28,-57.4903,43.464,300,6.55,34.91,27.41
"LL9","99054",1999,10,28,-57.4903,43.464,320,6.28,34.9,27.44
"LL9","99054",1999,10,28,-57.4903,43.464,340,6.18,34.92,27.47
"LL9","99054",1999,10,28,-57.4903,43.464,360,5.99,34.92,27.49
"LL9","99054",1999,10,28,-57.4903,43.464,380,5.64,34.9,27.52
"LL9","99054",1999,10,28,-57.4903,43.464,400,5.48,34.89,27.54
"LL9","99054",1999,10,28,-57.4903,43.464,420,5.4,34.9,27.55
"LL9","99054",1999,10,28,-57.4903,43.464,440,5.32,34.9,27.57
"LL9","99054",1999,10,28,-57.4903,43.464,500,5.03,34.92,27.61
"LL9","99054",1999,10,28,-57.4903,43.464,600,4.69,34.93,27.66
"LL9","99054",1999,10,28,-57.4903,43.464,700,4.5,34.94,27.69
"LL9","99054",1999,10,28,-57.4903,43.464,800,4.3,34.93,27.71
"LL9","99054",1999,10,28,-57.4903,43.464,900,4.15,34.93,27.72
"LL9","99054",1999,10,28,-57.4903,43.464,1000,4.05,34.93,27.73
"LL9","99054",1999,10,28,-57.4903,43.464,1100,3.97,34.93,27.74
"LL9","99054",1999,10,28,-57.4903,43.464,1200,3.87,34.92,27.75
"LL9","99054",1999,10,28,-57.4903,43.464,1300,3.76,34.92,27.75
"LL9","99054",1999,10,28,-57.4903,43.464,1400,3.7,34.92,27.76
"LL9","99054",1999,10,28,-57.4903,43.464,1500,3.62,34.91,27.77
"LL9","99054",1999,10,28,-57.4903,43.464,1600,3.56,34.91,27.77
"LL9","99054",1999,10,28,-57.4903,43.464,1700,3.5,34.91,27.78
"LL9","99054",1999,10,28,-57.4903,43.464,1800,3.45,34.91,27.78
"LL9","99054",1999,10,28,-57.4903,43.464,1900,3.39,34.91,27.79
"LL9","99054",1999,10,28,-57.4903,43.464,2000,3.36,34.91,27.79
"LL9","99054",1999,10,28,-57.4903,43.464,2100,3.33,34.91,27.8
"LL9","99054",1999,10,28,-57.4903,43.464,2200,3.31,34.92,27.81
"LL9","99054",1999,10,28,-57.4903,43.464,2300,3.26,34.92,27.81
"LL9","99054",1999,10,28,-57.4903,43.464,2400,3.21,34.92,27.82
"LL9","99054",1999,10,28,-57.4903,43.464,2500,3.16,34.92,27.83
"LL8","99054",1999,10,28,-57.8313,43.7737,0,14.05,NA,NA
"LL8","99054",1999,10,28,-57.8313,43.7737,10,14.11,31.93,23.79
"LL8","99054",1999,10,28,-57.8313,43.7737,20,14.11,31.94,23.8
"LL8","99054",1999,10,28,-57.8313,43.7737,30,13.81,31.98,23.89
"LL8","99054",1999,10,28,-57.8313,43.7737,40,13.43,32.1,24.07
"LL8","99054",1999,10,28,-57.8313,43.7737,50,9.54,32.44,25.03
"LL8","99054",1999,10,28,-57.8313,43.7737,60,6.12,32.85,25.84
"LL8","99054",1999,10,28,-57.8313,43.7737,70,5.61,33.13,26.12
"LL8","99054",1999,10,28,-57.8313,43.7737,80,6.57,33.54,26.33
"LL8","99054",1999,10,28,-57.8313,43.7737,90,6.71,33.66,26.41
"LL8","99054",1999,10,28,-57.8313,43.7737,100,6.51,33.76,26.51
"LL8","99054",1999,10,28,-57.8313,43.7737,120,6.72,34.1,26.75
"LL8","99054",1999,10,28,-57.8313,43.7737,140,7.46,34.42,26.9
"LL8","99054",1999,10,28,-57.8313,43.7737,160,7.95,34.64,27
"LL8","99054",1999,10,28,-57.8313,43.7737,180,7.91,34.72,27.07
"LL8","99054",1999,10,28,-57.8313,43.7737,200,7.86,34.78,27.13
"LL8","99054",1999,10,28,-57.8313,43.7737,220,7.65,34.82,27.19
"LL8","99054",1999,10,28,-57.8313,43.7737,240,7.56,34.9,27.26
"LL8","99054",1999,10,28,-57.8313,43.7737,260,7.3,34.92,27.32
"LL8","99054",1999,10,28,-57.8313,43.7737,280,6.91,34.9,27.36
"LL8","99054",1999,10,28,-57.8313,43.7737,300,6.55,34.89,27.4
"LL8","99054",1999,10,28,-57.8313,43.7737,320,6.34,34.89,27.43
"LL8","99054",1999,10,28,-57.8313,43.7737,340,6.16,34.9,27.45
"LL8","99054",1999,10,28,-57.8313,43.7737,360,6.05,34.9,27.47
"LL8","99054",1999,10,28,-57.8313,43.7737,380,5.83,34.9,27.5
"LL8","99054",1999,10,28,-57.8313,43.7737,400,5.73,34.92,27.52
"LL8","99054",1999,10,28,-57.8313,43.7737,420,5.73,34.94,27.55
"LL8","99054",1999,10,28,-57.8313,43.7737,440,5.67,34.95,27.56
"LL8","99054",1999,10,28,-57.8313,43.7737,500,5.45,34.98,27.61
"LL8","99054",1999,10,28,-57.8313,43.7737,600,4.83,34.95,27.66
"LL8","99054",1999,10,28,-57.8313,43.7737,700,4.51,34.94,27.69
"LL8","99054",1999,10,28,-57.8313,43.7737,800,4.32,34.93,27.71
"LL8","99054",1999,10,28,-57.8313,43.7737,900,4.17,34.93,27.72
"LL8","99054",1999,10,28,-57.8313,43.7737,1000,4.06,34.93,27.73
"LL8","99054",1999,10,28,-57.8313,43.7737,1100,3.96,34.92,27.74
"LL8","99054",1999,10,28,-57.8313,43.7737,1200,3.86,34.92,27.75
"LL8","99054",1999,10,28,-57.8313,43.7737,1300,3.77,34.92,27.75
"LL8","99054",1999,10,28,-57.8313,43.7737,1400,3.69,34.91,27.76
"LL8","99054",1999,10,28,-57.8313,43.7737,1500,3.6,34.91,27.77
"LL8","99054",1999,10,28,-57.8313,43.7737,1600,3.54,34.91,27.77
"LL8","99054",1999,10,28,-57.8313,43.7737,1700,3.48,34.91,27.78
"LL8","99054",1999,10,28,-57.8313,43.7737,1800,3.44,34.91,27.78
"LL8","99054",1999,10,28,-57.8313,43.7737,1900,3.4,34.91,27.79
"LL8","99054",1999,10,28,-57.8313,43.7737,2000,3.36,34.91,27.79
"LL8","99054",1999,10,28,-57.8313,43.7737,2100,3.33,34.91,27.8
"LL8","99054",1999,10,28,-57.8313,43.7737,2200,3.29,34.92,27.81
"LL8","99054",1999,10,28,-57.8313,43.7737,2300,3.24,34.92,27.82
"LL8","99054",1999,10,28,-57.8313,43.7737,2400,3.19,34.92,27.82
"LL8","99054",1999,10,28,-57.8313,43.7737,2500,3.13,34.92,27.83
"LL7","99054",1999,10,28,-58.1873,44.1258,0,10.45,31.85,24.42
"LL7","99054",1999,10,28,-58.1873,44.1258,10,10.44,31.85,24.42
"LL7","99054",1999,10,28,-58.1873,44.1258,20,10.44,31.85,24.42
"LL7","99054",1999,10,28,-58.1873,44.1258,30,10.37,31.87,24.45
"LL7","99054",1999,10,28,-58.1873,44.1258,40,10,31.96,24.58
"LL7","99054",1999,10,28,-58.1873,44.1258,50,6.97,32.24,25.25
"LL7","99054",1999,10,28,-58.1873,44.1258,60,4,32.53,25.82
"LL7","99054",1999,10,28,-58.1873,44.1258,70,2.36,32.8,26.18
"LL7","99054",1999,10,28,-58.1873,44.1258,80,1.89,32.98,26.36
"LL7","99054",1999,10,28,-58.1873,44.1258,90,2.34,33.21,26.51
"LL7","99054",1999,10,28,-58.1873,44.1258,100,4.23,33.57,26.63
"LL7","99054",1999,10,28,-58.1873,44.1258,120,6.13,34.09,26.82
"LL7","99054",1999,10,28,-58.1873,44.1258,140,7.34,34.42,26.92
"LL7","99054",1999,10,28,-58.1873,44.1258,160,6.79,34.42,26.99
"LL7","99054",1999,10,28,-58.1873,44.1258,180,7.43,34.65,27.08
"LL7","99054",1999,10,28,-58.1873,44.1258,200,8.45,34.95,27.17
"LL7","99054",1999,10,28,-58.1873,44.1258,220,8.36,35.02,27.24
"LL7","99054",1999,10,28,-58.1873,44.1258,240,6.94,34.81,27.28
"LL7","99054",1999,10,28,-58.1873,44.1258,260,6.37,34.78,27.34
"LL7","99054",1999,10,28,-58.1873,44.1258,280,6.35,34.82,27.37
"LL7","99054",1999,10,28,-58.1873,44.1258,300,6.27,34.83,27.39
"LL7","99054",1999,10,28,-58.1873,44.1258,320,6.09,34.83,27.41
"LL7","99054",1999,10,28,-58.1873,44.1258,340,6.05,34.84,27.42
"LL7","99054",1999,10,28,-58.1873,44.1258,360,5.98,34.84,27.43
"LL7","99054",1999,10,28,-58.1873,44.1258,380,5.75,34.82,27.45
"LL7","99054",1999,10,28,-58.1873,44.1258,400,5.74,34.84,27.47
"LL7","99054",1999,10,28,-58.1873,44.1258,420,5.68,34.85,27.48
"LL7","99054",1999,10,28,-58.1873,44.1258,440,5.56,34.85,27.49
"LL7","99054",1999,10,28,-58.1873,44.1258,500,5.45,34.88,27.53
"LL7","99054",1999,10,28,-58.1873,44.1258,600,5.12,34.9,27.59
"LL6","99054",1999,10,29,-58.5123,44.4863,0,9.45,31.68,24.45
"LL6","99054",1999,10,29,-58.5123,44.4863,10,9.47,31.17,24.05
"LL6","99054",1999,10,29,-58.5123,44.4863,20,9.47,31.17,24.05
"LL6","99054",1999,10,29,-58.5123,44.4863,30,9.25,31.37,24.24
"LL6","99054",1999,10,29,-58.5123,44.4863,40,5.84,32.3,25.44
"LL6","99054",1999,10,29,-58.5123,44.4863,50,4.94,32.28,25.52
"LL6","99054",1999,10,29,-58.5123,44.4863,60,4.78,32.32,25.57
"LL5","99054",1999,10,29,-58.8512,44.8227,0,9.66,NA,NA
"LL5","99054",1999,10,29,-58.8512,44.8227,10,9.65,30.96,23.85
"LL5","99054",1999,10,29,-58.8512,44.8227,20,9.65,30.97,23.86
"LL5","99054",1999,10,29,-58.8512,44.8227,30,9.65,30.97,23.86
"LL5","99054",1999,10,29,-58.8512,44.8227,40,9.29,31.06,23.99
"LL5","99054",1999,10,29,-58.8512,44.8227,50,5.93,31.77,25.01
"LL5","99054",1999,10,29,-58.8512,44.8227,60,3.65,32.27,25.65
"LL5","99054",1999,10,29,-58.8512,44.8227,70,2.75,32.6,25.99
"LL5","99054",1999,10,29,-58.8512,44.8227,80,2.66,32.65,26.04
"LL5","99054",1999,10,29,-58.8512,44.8227,90,2.63,32.69,26.07
"LL5","99054",1999,10,29,-58.8512,44.8227,100,2.62,32.7,26.08
"LL5","99054",1999,10,29,-58.8512,44.8227,120,2.61,32.72,26.1
"LL5","99054",1999,10,29,-58.8512,44.8227,140,2.6,32.74,26.12
"LL5","99054",1999,10,29,-58.8512,44.8227,160,2.61,32.76,26.13
"LL4","99054",1999,10,29,-59.171,45.162,0,9.62,30.75,23.69
"LL4","99054",1999,10,29,-59.171,45.162,10,9.62,30.71,23.66
"LL4","99054",1999,10,29,-59.171,45.162,20,9.6,30.73,23.69
"LL4","99054",1999,10,29,-59.171,45.162,30,9.39,30.94,23.88
"LL4","99054",1999,10,29,-59.171,45.162,40,8.2,31.27,24.32
"LL4","99054",1999,10,29,-59.171,45.162,50,4.08,32.12,25.49
"LL4","99054",1999,10,29,-59.171,45.162,60,3.05,32.39,25.8
"LL4","99054",1999,10,29,-59.171,45.162,70,2.67,32.53,25.94
"LL4","99054",1999,10,29,-59.171,45.162,80,2.63,32.56,25.97
"LL4","99054",1999,10,29,-59.171,45.162,90,2.56,32.61,26.01
"LL4","99054",1999,10,29,-59.171,45.162,100,2.54,32.64,26.04
"LL3","99054",1999,10,29,-59.5162,45.4905,0,7.96,30.85,24.02
"LL3","99054",1999,10,29,-59.5162,45.4905,10,7.96,30.8,23.98
"LL3","99054",1999,10,29,-59.5162,45.4905,20,7.95,30.8,23.98
"LL3","99054",1999,10,29,-59.5162,45.4905,30,7.9,30.91,24.08
"LL3","99054",1999,10,29,-59.5162,45.4905,40,8.03,31.39,24.44
"LL3","99054",1999,10,29,-59.5162,45.4905,50,7.78,31.68,24.7
"LL3","99054",1999,10,29,-59.5162,45.4905,60,4.91,32.05,25.35
"LL3","99054",1999,10,29,-59.5162,45.4905,70,3.17,32.34,25.75
"LL3","99054",1999,10,29,-59.5162,45.4905,80,2.74,32.49,25.9
"LL3","99054",1999,10,29,-59.5162,45.4905,90,2.57,32.56,25.97
"LL3","99054",1999,10,29,-59.5162,45.4905,100,2.54,32.64,26.04
"LL3","99054",1999,10,29,-59.5162,45.4905,120,2.57,32.8,26.17
"LL2","99054",1999,10,29,-59.7013,45.665,0,8.53,30.52,23.68
"LL2","99054",1999,10,29,-59.7013,45.665,10,8.43,30.75,23.88
"LL2","99054",1999,10,29,-59.7013,45.665,20,8.01,30.8,23.98
"LL2","99054",1999,10,29,-59.7013,45.665,30,7.8,30.89,24.08
"LL2","99054",1999,10,29,-59.7013,45.665,40,7.61,31.22,24.37
"LL2","99054",1999,10,29,-59.7013,45.665,50,7.7,31.58,24.63
"LL2","99054",1999,10,29,-59.7013,45.665,60,5.26,31.79,25.1
"LL2","99054",1999,10,29,-59.7013,45.665,70,2.99,32.14,25.6
"LL2","99054",1999,10,29,-59.7013,45.665,80,2.78,32.35,25.79
"LL2","99054",1999,10,29,-59.7013,45.665,90,2.64,32.5,25.92
"LL2","99054",1999,10,29,-59.7013,45.665,100,2.6,32.66,26.05
"LL1","99054",1999,10,29,-59.8482,45.8317,0,8.31,30.49,23.69
"LL1","99054",1999,10,29,-59.8482,45.8317,10,8.31,30.55,23.73
"LL1","99054",1999,10,29,-59.8482,45.8317,20,8.32,30.56,23.75
"LL1","99054",1999,10,29,-59.8482,45.8317,30,8.31,30.65,23.82
"LL1","99054",1999,10,29,-59.8482,45.8317,40,7.41,31.03,24.24
"LL1","99054",1999,10,29,-59.8482,45.8317,50,6.6,31.26,24.53
"LL1","99054",1999,10,29,-59.8482,45.8317,60,4.84,31.8,25.16
"LL1","99054",1999,10,29,-59.8482,45.8317,70,3.26,32.33,25.73
"LL1","99054",1999,10,29,-59.8482,45.8317,80,2.93,32.49,25.89
"CS1","99054",1999,10,30,-60.2178,46.9517,0,8.98,NA,NA
"CS1","99054",1999,10,30,-60.2178,46.9517,10,9,29.71,22.98
"CS1","99054",1999,10,30,-60.2178,46.9517,20,8.99,29.73,22.99
"CS1","99054",1999,10,30,-60.2178,46.9517,30,8.86,29.78,23.06
"CS1","99054",1999,10,30,-60.2178,46.9517,40,8.74,29.84,23.12
"CS1","99054",1999,10,30,-60.2178,46.9517,50,8.64,29.88,23.16
"CS1","99054",1999,10,30,-60.2178,46.9517,60,8.6,29.89,23.18
"CS1","99054",1999,10,30,-60.2178,46.9517,70,7.57,30.33,23.67
"CS2","99054",1999,10,30,-60.0917,47.0045,0,7.92,NA,NA
