station,year,Acartia_log10,Calanus_finmarchicus_log10,Calanus_hyperboreus_log10,Centropages_log10,Centropages_typicus_log10,Eurytemora_log10,Metridia_log10,Metridia_longa_log10,Metridia_lucens_log10,Microcalanus_log10,Oithona_log10,Oithona_atlantica_log10,Oithona_similis_log10,Paracalanus_log10,Pseudocalanus_log10,Temora_longicornis_log10,other_copepods_log10,copepods_log10,non_copepods_log10,Arctic_Calanus_species_log10,warm_offshore_copepods_log10,warm_shelf_copepods_log10,mesozooplankton_dry_biomass,zooplankton_wet_biomass
HL2,2011,NA,3.8546155341099,2.451899835815117,3.5524949792103064,1.4234974293526121,NA,2.790464412144085,2.7326049395048226,3.309366647331811,3.7213640828842176,3.1210374964171406,3.040332035087378,4.758756183539662,1.8814117395131933,3.8490430639304205,3.0864649881921684,4.250821835998905,5.1979060980514085,4.0946303115352904,2.6090591635357017,0.8924604566053799,2.0629272859600682,5.753492216539867,17.244260884425692
HL2,2012,NA,3.6819705897775097,1.7558702570179705,3.6457897013081717,1.4209147934834447,NA,1.9009150399986328,1.349759167319798,3.724841411482779,3.5850839300092296,3.1095183567110087,3.5677587056115097,4.5872047016367095,2.4125468539890873,3.5203724513625656,2.0695381538234683,4.2836719994690835,5.069494573506587,3.9321733352081916,1.7662728565705943,2.6675902656523083,2.4797250696793984,1.9346937726158415,14.252052986104044
HL2,2013,NA,4.00769668831763,2.207441709216473,2.7939629151332155,1.5430481102620133,NA,2.886569175680418,1.7369637912525944,3.4522903462227603,3.289661003784226,2.9566088843506964,3.4827716243673668,4.721443106573834,1.686747794428864,4.192355915957424,1.868746442575551,4.345918346479414,5.206046140868087,4.009024256690384,2.281406922539344,1.6401270882903183,1.9010566944670744,2.5289010511216268,18.14383423750984
HL2,2014,NA,4.071022307661201,2.369947314267227,3.4603837157180015,1.5654956330295404,NA,3.1625365148173525,2.21432153555285,3.7225893484122192,3.698085516447839,3.2907371904040428,3.6807065849989113,4.831877106833816,1.3929319911394813,3.9862519944089128,3.125117772192376,4.468928046300681,5.324073524001128,4.13261957669361,2.455004402599929,1.311212785974482,2.0061475647908975,3.3858512917845784,24.519146324613185
HL2,2015,NA,3.6663972541783862,2.5097650161445397,3.722176216326883,1.3964246530733317,NA,2.514452184089088,2.3617403954405067,3.738174784531709,3.7815766563376156,3.2910774962031817,3.84445357440905,4.938965409584184,1.9442306615670595,4.099107777956672,2.480528803886618,4.505276727372495,5.400049195027286,4.067141762054089,2.6451784213682226,1.917068566069469,1.9725571838845963,1.8728013489179225,15.773931020279445
HL2,2016,NA,3.983183001203209,2.2020781315514903,3.24591326583706,1.0811944037625902,NA,3.052614447873693,2.8205471375300393,4.024399571726565,3.4323411243119732,3.4099450178617614,4.20205319517122,4.925319179647223,2.1903693956868926,3.8050686401808944,2.89352215647954,4.57868288607383,5.3656442156061095,4.123210677247601,2.31696405201636,1.921107625603673,2.359297319856989,2.3118186902556577,18.036959118986204
HL2,2017,NA,3.988095019540932,2.4250239114791485,3.4931819260700516,1.681075137207398,NA,2.3716326913526458,1.7711868603894845,3.845982639197729,3.3128024200679076,3.1075778750841456,3.894780600353291,4.808023549939076,1.9555554627340686,3.8773312450398287,3.2138185986896777,4.4697230370145595,5.317174532306665,4.17113130728752,2.483334217961374,1.5641843655442762,2.4899977924874004,2.831352554138777,23.250858333244775
HL2,2018,NA,3.934282871176618,2.0209655194724077,3.574197864033609,1.8325109723807607,NA,2.523784387156672,1.8937641968315508,3.8821898654696696,3.117005470524082,3.112496765857502,3.6473869083794908,4.789443300208278,1.9628369819347031,4.104793654481736,3.0730113168375923,4.328567070317095,5.221307127453351,4.131925916339218,2.390194537341319,2.0669144227486593,2.700961270991041,2.6875806265312736,18.917958691932395
HL2,2019,NA,4.031266076957875,2.813944425641419,3.726281568230496,1.2749365409296756,NA,1.301414649120375,2.499260695800316,3.7581285529444526,3.3472397348583622,3.4654316132916647,3.973775681707005,4.92738576597724,1.5023569485718344,4.317737445881645,2.7975890340244933,4.288026108290404,5.376321683259049,3.834537813426587,2.9190520709063685,1.5556173100878772,1.8594839753229493,3.32470662202105,21.762312473726627
P5,1999,2.529843402371258,2.271860396116264,NA,2.8281449630498883,2.389394647450512,0.2128056782258208,-0.02911193980900635,0.5069219833481782,1.7802235129155721,1.2175702121960579,-0.10668149667613867,1.5734925459877438,4.1896952087957064,1.6940366821144472,2.8247734241002616,2.209926724316009,3.5711227625325797,4.633508775414893,3.938627393876473,0.0769824447521615,0.5500166969498517,2.6381151988058287,0.47263749598938504,4.926736898824687
P5,2000,3.006615651097814,2.6873096379869006,NA,3.573741498629043,3.0590917988866995,1.0288684565877118,-0.02048091194267916,0.23952990856372963,1.5145978871121797,1.5577278083586348,0.37203937018275907,1.235488464507087,3.9907636863710922,2.0623640059167645,3.446419709709076,2.0867031660408704,3.4015154003027983,4.588622639702895,3.923140858925832,0.015609537282193359,0.6765944496114487,3.145031763343034,1.1296203981508282,16.41654112888339
P5,2001,3.484995256204851,3.3280382797312638,NA,3.3209298994433674,2.2933911903001767,1.1175582788622889,0.08881841569458104,0.7489134109310972,2.352501314870346,2.292306355117967,0.15136377640820758,1.5266556350152456,4.3544348914202144,1.0110459804392864,3.9254760973225054,2.543894617663283,3.985477600398058,4.833646694431132,4.004582372195294,0.6047099485431068,0.42603413362970466,2.590255386162299,2.9587914850495043,14.998812878894702
P5,2002,3.3636694776852964,2.89662782302682,NA,2.6951682106539296,2.0018770973139084,1.345792825646207,-0.023228317709517374,0.08610810309835931,0.5026748604675252,1.5600224504167168,-0.07300716866404304,0.26887472982517635,3.273288824204238,1.0813798054845805,2.876205145510813,1.3972457283767359,3.1728258349046157,4.234491013228939,3.722613706573831,0.27252429820985075,0.7358300180146209,2.035493722549365,0.8870183911644931,9.457109707942315
P5,2003,2.9759496865827746,3.459085558192205,NA,2.4454331631921455,1.0943017775877495,1.050255148131004,0.02710953045699073,0.22845898268005643,1.304694270537311,1.7255382476643413,0.5302817414655432,0.9148673842212547,3.7965008266937263,0.7379845922128556,3.3790868375638974,1.966513717023464,3.553792478810403,4.503601808784655,3.480016335570199,0.16346837912495393,0.2212215687737053,1.440225754399444,1.2969349432956785,7.410860893070006
P5,2004,3.198156443892794,3.672601941470455,NA,2.368382291456601,0.15321896762864692,0.1283875185197339,-0.02069507746172504,0.00384296094852493,0.7576000011358711,2.236596513841599,0.6802148209931179,0.6684257649150478,3.9266115583158583,0.8366970634622631,3.3702582906252228,2.2645085123540536,3.5202893306235996,4.5319543035342615,3.653555213797971,1.2393780049400045,0.2058386464017486,0.8279058982924642,0.8341201883208746,6.8472283105627
P5,2005,2.931375657567103,3.5557485213481104,NA,2.516655621819787,0.03736788801385202,-0.12709479314752448,0.014628204675961294,0.28854656860353517,2.1099508725445952,2.887752387043701,1.657389192295868,0.9151284097722547,3.5681798414109873,1.0059027171814197,2.9707731554270715,1.9958334089135659,3.3374127548047676,4.293572038571457,3.3187826897940673,1.6851551965111693,0.5840829560806425,0.973098656452477,2.1857925845705783,8.207226479379639
P5,2006,2.365359841843029,3.9272644168826094,NA,3.108014730455782,1.0548203693218094,1.208278699822258,-6.435824095873954e-16,1.276653055062619,1.8034935444173077,2.773047566906677,2.082739358060021,0.9904680143125383,3.7021972420519567,0.7357136277889827,3.218874947035135,2.0107398283529045,3.774685761944217,4.661357326671515,3.206484785529033,1.3321912135353569,0.9650875253248378,1.2575471063400212,1.788532326012397,9.825769953781688
P5,2007,3.007735087438815,3.3395541188229023,NA,3.2830060713809184,1.0353728563513545,1.6849185370768338,1.9255430583342559e-16,0.53790699194295,1.4090896450674373,2.162923178466865,2.319702579085828,0.44204144888550423,3.640860980950913,0.6106893881961499,3.437706345162345,1.3677764217885018,3.5266607220546127,4.459796012834328,3.6659833134013335,0.7496626804546636,0.7231764467872674,1.1653237395066918,0.5288583896570795,4.6235576050111815
P5,2008,2.7921549209309253,3.46608087990643,NA,3.433236191913933,0.7621324107656052,0.6366176520887794,-0.023613908001033804,0.16333605334786022,1.0321016270800292,1.754720350801695,2.9682881981871794,0.33550900715761567,3.8897602398653452,0.7047188263480126,3.7335475192288783,2.074415817789048,3.6211391061797293,4.563193482629845,3.4520837058978024,0.7595993231509759,0.2843691460854485,0.9297120905964998,1.0823571508879621,7.2408436068269415
P5,2009,2.021836830855936,3.2137351516558557,NA,2.9397316951015093,1.0594001697207844,0.29658730253366217,0.3204197234037871,0.8564083742132378,0.6588021167219836,2.681628453561433,2.3993374115316723,1.8493361612582104,1.1650713797122154,1.5251434434235875,3.187492567940857,1.953656836676118,3.7150830905806975,4.4074994336248725,3.2175332148132023,0.7307429418735069,0.31353461470460803,1.7610504950545365,1.9595833071163726,11.58021725742337
P5,2010,2.3524275652190108,3.267636415864006,NA,3.3162765022194507,1.992964519866417,1.4992119998360531,-2.4303475898435067e-15,1.6129962956213029,1.5639130250349182,2.7946760308523735,3.351091006620062,2.2037534587875576,3.800700810077727,0.9120034945992597,3.6173989928158305,2.1255942511984722,4.120983182263299,4.743743014070842,3.6451342039333805,0.5914323704305549,1.8983651635650538,2.1249618288683156,1.1064262700812713,7.740999800781371
P5,2011,2.87277898786927,3.270534207046665,NA,3.0927259899182733,1.0408687832594459,0.12838751851973218,1.3660251600416615,0.39223748574267464,1.4766856515418925,2.6169769715757707,2.774614595879433,1.2586695706618602,3.712872001924503,1.0721119080044104,3.471034019588076,2.1067047626697097,3.6948375081594564,4.462964005176373,3.500654558721534,0.6977968392577968,0.7781842489069482,1.396314384466083,0.9658060696667686,7.062514106391684
P5,2012,2.6129568584940186,3.0091833673913104,NA,3.5886784964851923,1.7271296604120974,1.6007343929985354,0.9556786795980329,0.9540554555203743,1.532358132340773,2.7459673606750554,2.884356667179669,2.6818488879097386,4.004673905531006,1.8960287239847269,3.3571021513067607,2.4933142809610134,4.03486849567086,4.6567077404328465,3.811071013791069,0.23618333447754505,1.4623913514468423,2.2441931391246426,1.8413751217382657,9.089719569796891
P5,2013,3.124860997804957,3.237633167654775,NA,3.8286175505386906,3.059404001036082,1.1316411788967269,1.2705877533654255,0.4700758666531704,2.4206452233137656,2.435468405505843,2.446712833432391,1.882287433182636,4.052486086249398,1.4865785513682568,3.557782007807797,2.0869941536771246,3.903221186161908,4.669529522029692,3.859365306636183,-6.247172917861477e-16,1.2899918495008165,3.1742979092239225,1.1957828692906969,8.458662848440746
P5,2014,3.0188264628373656,3.2409383542152597,NA,3.581180622914348,1.5733502095345642,1.2658575360183337,1.1514420910223033,0.610713504861526,1.5396719482885723,2.3442669134542067,3.0424070964138474,3.2097392666464253,4.3017489260939845,1.182019019789248,3.2322448554421896,2.6168355637495164,4.176874893539468,4.828832851786345,4.006602080174809,0.16118184735238134,0.6430929854015478,1.9574606646710122,1.1657867129732318,8.646471821715883
P5,2015,3.159560494335532,3.09095393026726,NA,3.4017205516835136,1.5827094199155345,0.9160117178510845,0.8600097876343008,0.32949286286424323,1.409940008675389,3.080716915129366,2.335115847161163,2.663155448074575,3.995311052965683,1.2888959037338603,3.245523520827453,2.9689588577917325,3.887821046296695,4.617095764452939,3.938836222518715,0.44609936929311045,0.35598294563696903,2.085393999442003,0.9832485998166204,13.219518991839248
P5,2016,3.2665148886033006,2.9004597885653935,NA,4.076803377507199,3.046404289433086,1.817566665154656,0.42808246360145696,0.405104006659053,0.9223280294615722,1.4346716343035886,2.3786051695071673,2.364309166690518,4.137503088363909,2.0558707710719264,3.409548051695006,1.6884967062356886,3.8998751913111613,4.8041253689727235,3.9263159344607463,0.001714488056452648,1.3337399088048392,3.4305244412885556,1.9967266737765468,12.231714472984281
P5,2017,3.4146066359538754,2.9491515334750424,NA,3.6383635237839065,1.6645313334811904,1.5197724553398537,0.4037891647589181,0.010790966271346457,0.8428324897501609,1.0067859620277195,2.8476870644288725,2.4417806749262865,3.9268930018966013,1.0217766143206826,2.924779745360888,2.6351721024442387,3.9514027966723773,4.644407724375913,4.037979873770002,0.6146313739747761,0.5623370672185339,2.3926967252015094,1.015805549403132,8.154420037030238
P5,2018,1.3711947016844057,2.720228288026516,NA,2.906530631132644,2.553063101192929,1.060584172644209,1.4133625901810452,0.6172072348002011,1.5167589766220897,1.6232012363274735,1.6157249220348489,2.4611018577194193,3.9702265678301503,1.5746221613131817,1.9227327107490604,1.806198748570574,3.3289952949284602,4.424195171808845,3.4682610360097814,-0.013268734414737388,0.9769408459551508,2.7602785024452148,1.0588925153865771,5.755962669594269
P5,2019,2.8527399918484884,3.745903904301321,NA,3.517967500623696,1.3317072792436326,0.8528211490371215,0.678985805879142,1.1277993367637218,2.1120773391330796,2.408156685537352,2.88440799214704,3.1198890623208655,4.024713482949132,1.2337718475183788,3.207046678799577,2.1386035048651486,3.9437706164423383,4.739893368526847,3.759201504626574,0.33938055183669125,0.9440655562798361,1.6060832745336808,1.544756609539087,9.995336519556465
