"station","cruiseNumber","year","month","day","longitude","latitude","depth","sea_temperature","salinity","sigmaTheta","descriptor"
"HL2","99012",1999,6,6,-63.3158,44.266,50,1.93,32.06,25.62,"18HU99012"
"HL2","99012",1999,6,6,-63.3158,44.266,75,2.48,32.37,25.83,"18HU99012"
"HL2","99012",1999,6,6,-63.3158,44.266,100,4.91,33.43,26.44,"18HU99012"
"HL2","99012",1999,6,6,-63.3158,44.266,125,5.98,33.8,26.61,"18HU99012"
"HL2","99012",1999,6,6,-63.3158,44.266,150,6.25,33.89,26.64,"18HU99012"
"HL2","99018",1999,6,10,-63.3178,44.2662,0,NA,NA,NA,""
"HL2","99018",1999,6,10,-63.3178,44.2662,10,10.27,30.56,23.44,""
"HL2","99018",1999,6,10,-63.3178,44.2662,20,3.19,30.82,24.53,""
"HL2","99018",1999,6,10,-63.3178,44.2662,30,1.36,31.08,24.87,""
"HL2","99018",1999,6,10,-63.3178,44.2662,50,0.98,31.55,25.28,""
"HL2","99018",1999,6,10,-63.3178,44.2662,75,2.22,32.4,25.87,""
"HL2","99018",1999,6,10,-63.3178,44.2662,100,2.83,32.73,26.09,""
"HL2","99018",1999,6,10,-63.3178,44.2662,125,4.34,33.15,26.28,""
"HL2","99018",1999,6,10,-63.3178,44.2662,150,6.7,34.01,26.68,""
"HL2","99666",1999,6,10,-63.3167,44.2663,0,10.98,30.35,23.16,"18VA99666"
"HL2","99666",1999,6,10,-63.3167,44.2663,10,4.77,30.95,24.49,"18VA99666"
"HL2","99666",1999,6,10,-63.3167,44.2663,20,1.82,31.01,24.79,"18VA99666"
"HL2","99666",1999,6,10,-63.3167,44.2663,30,1.38,31.09,24.88,"18VA99666"
"HL2","99666",1999,6,10,-63.3167,44.2663,50,0.95,31.51,25.24,"18VA99666"
"HL2","99666",1999,6,10,-63.3167,44.2663,75,1.5,32.11,25.69,"18VA99666"
"HL2","99666",1999,6,10,-63.3167,44.2663,100,2.83,32.64,26.01,"18VA99666"
"HL2","99666",1999,6,10,-63.3167,44.2663,125,4.63,33.2,26.29,"18VA99666"
"HL2","99018",1999,6,21,-63.3183,44.2662,0,NA,NA,NA,""
"HL2","99018",1999,6,21,-63.3183,44.2662,10,12.8,31.06,23.38,""
"HL2","99018",1999,6,21,-63.3183,44.2662,20,4.85,31.01,24.53,""
"HL2","99018",1999,6,21,-63.3183,44.2662,30,2.13,31.47,25.14,""
"HL2","99018",1999,6,21,-63.3183,44.2662,50,1.81,32.03,25.6,""
"HL2","99018",1999,6,21,-63.3183,44.2662,75,1.72,32.29,25.82,""
"HL2","99018",1999,6,21,-63.3183,44.2662,100,2.42,32.55,25.98,""
"HL2","99018",1999,6,21,-63.3183,44.2662,125,3.66,32.96,26.2,""
"HL2","99022",1999,6,27,-63.3197,44.265,0,16.2,30.76,22.45,"18HU99022"
"HL2","99022",1999,6,27,-63.3197,44.265,10,14.19,30.74,22.86,"18HU99022"
"HL2","99022",1999,6,27,-63.3197,44.265,20,7.93,31.25,24.34,"18HU99022"
"HL2","99022",1999,6,27,-63.3197,44.265,30,3.48,31.47,25.03,"18HU99022"
"HL2","99022",1999,6,27,-63.3197,44.265,50,3.69,32.12,25.53,"18HU99022"
"HL2","99022",1999,6,27,-63.3197,44.265,75,3.43,32.69,26,"18HU99022"
"HL2","99022",1999,6,27,-63.3197,44.265,100,4.95,33.29,26.33,"18HU99022"
"HL2","99022",1999,6,27,-63.3197,44.265,125,6.45,33.87,26.6,"18HU99022"
"HL2","99022",1999,6,27,-63.3197,44.265,150,6.97,34.11,26.72,"18HU99022"
"HL2","99025",1999,7,5,-63.2897,44.2882,0,15.59,31.12,22.85,"18NE99025"
"HL2","99025",1999,7,5,-63.2897,44.2882,10,15.24,31.21,23,"18NE99025"
"HL2","99025",1999,7,5,-63.2897,44.2882,20,9.77,31.82,24.51,"18NE99025"
"HL2","99025",1999,7,5,-63.2897,44.2882,30,3.5,32.04,25.48,"18NE99025"
"HL2","99025",1999,7,5,-63.2897,44.2882,50,2.33,32.24,25.74,"18NE99025"
"HL2","99025",1999,7,5,-63.2897,44.2882,75,3.47,32.83,26.12,"18NE99025"
"HL2","99025",1999,7,5,-63.2897,44.2882,100,5.86,33.56,26.43,"18NE99025"
"HL2","99025",1999,7,5,-63.2897,44.2882,125,7.04,34.05,26.67,"18NE99025"
"HL2","99025",1999,7,5,-63.2897,44.2882,150,7.36,34.2,26.74,"18NE99025"
"HL2","99025",1999,7,17,-63.3173,44.2675,0,12.45,30.94,23.36,"18NE99025"
"HL2","99025",1999,7,17,-63.3173,44.2675,10,10.02,31.46,24.18,"18NE99025"
"HL2","99025",1999,7,17,-63.3173,44.2675,20,5.59,31.94,25.18,"18NE99025"
"HL2","99025",1999,7,17,-63.3173,44.2675,30,3.13,32.05,25.52,"18NE99025"
"HL2","99025",1999,7,17,-63.3173,44.2675,50,2.18,32.29,25.79,"18NE99025"
"HL2","99025",1999,7,17,-63.3173,44.2675,75,3.37,32.75,26.06,"18NE99025"
"HL2","99025",1999,7,17,-63.3173,44.2675,100,3.63,32.9,26.15,"18NE99025"
"HL2","99025",1999,7,17,-63.3173,44.2675,125,5.91,33.6,26.46,"18NE99025"
"HL2","99029",1999,7,31,-63.3167,44.2667,0,18.45,30.51,21.73,"18NE99029"
"HL2","99029",1999,7,31,-63.3167,44.2667,10,16.1,30.74,22.45,"18NE99029"
"HL2","99029",1999,7,31,-63.3167,44.2667,20,8.73,31.39,24.34,"18NE99029"
"HL2","99029",1999,7,31,-63.3167,44.2667,30,5.03,31.81,25.14,"18NE99029"
"HL2","99029",1999,7,31,-63.3167,44.2667,50,3.62,32.29,25.66,"18NE99029"
"HL2","99029",1999,7,31,-63.3167,44.2667,75,3.19,32.67,26.01,"18NE99029"
"HL2","99029",1999,7,31,-63.3167,44.2667,100,4.55,33.15,26.26,"18NE99029"
"HL2","99029",1999,7,31,-63.3167,44.2667,125,6.74,33.92,26.61,"18NE99029"
"HL2","99029",1999,7,31,-63.3167,44.2667,150,7.26,34.12,26.69,"18NE99029"
"HL2","99666",1999,8,13,-63.3167,44.2663,0,18.39,30.47,21.71,"18VA99666"
"HL2","99666",1999,8,13,-63.3167,44.2663,10,16.26,30.91,22.55,"18VA99666"
"HL2","99666",1999,8,13,-63.3167,44.2663,20,9.51,31.4,24.22,"18VA99666"
"HL2","99666",1999,8,13,-63.3167,44.2663,30,4.16,31.86,25.27,"18VA99666"
"HL2","99666",1999,8,13,-63.3167,44.2663,50,2.67,32.31,25.76,"18VA99666"
"HL2","99666",1999,8,13,-63.3167,44.2663,75,4.21,32.95,26.14,"18VA99666"
"HL2","99666",1999,8,13,-63.3167,44.2663,100,5.97,33.51,26.38,"18VA99666"
"HL2","99666",1999,8,13,-63.3167,44.2663,125,6.63,33.86,26.57,"18VA99666"
"HL2","99666",1999,8,13,-63.3167,44.2663,150,7.49,34.21,26.73,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,0,19.76,30.13,21.11,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,10,19.63,30.63,21.53,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,20,16.03,31.46,23.02,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,30,8.74,32.35,25.09,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,50,3.97,32.47,25.78,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,75,3.72,32.79,26.06,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,100,6.2,33.7,26.5,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,125,7.39,34.14,26.69,"18VA99666"
"HL2","99666",1999,8,27,-63.317,44.2663,150,7.98,34.36,26.78,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,0,21.18,30.61,21.1,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,10,21.07,30.65,21.17,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,20,19.07,31.22,22.12,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,30,10.15,32.16,24.71,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,50,4.14,32.54,25.82,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,75,3.32,32.84,26.14,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,100,5.53,33.42,26.37,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,125,7.42,34.02,26.59,"18VA99666"
"HL2","99666",1999,9,10,-63.3173,44.267,150,8.36,34.47,26.81,"18VA99666"
"HL2","99028",1999,9,29,-63.318,44.2657,0,17.92,30.93,22.18,"18PZ99028"
"HL2","99028",1999,9,29,-63.318,44.2657,10,17.52,31.08,22.39,"18PZ99028"
"HL2","99028",1999,9,29,-63.318,44.2657,20,16.84,31.17,22.61,"18PZ99028"
"HL2","99028",1999,9,29,-63.318,44.2657,30,11.5,31.56,24.01,"18PZ99028"
"HL2","99028",1999,9,29,-63.318,44.2657,50,3.19,32.35,25.75,"18PZ99028"
"HL2","99028",1999,9,29,-63.318,44.2657,75,3.54,32.74,26.04,"18PZ99028"
"HL2","99028",1999,9,29,-63.318,44.2657,100,4.05,33.03,26.21,"18PZ99028"
"HL2","99028",1999,9,29,-63.318,44.2657,125,5.62,33.49,26.41,"18PZ99028"
"HL2","99028",1999,9,29,-63.318,44.2657,150,6.53,33.79,26.53,"18PZ99028"
"HL2","99054",1999,10,23,-63.3263,44.262,0,11.74,30.12,22.84,"18HU99054"
"HL2","99054",1999,10,23,-63.3263,44.262,10,11.95,30.59,23.18,"18HU99054"
"HL2","99054",1999,10,23,-63.3263,44.262,20,12.53,30.88,23.3,"18HU99054"
"HL2","99054",1999,10,23,-63.3263,44.262,30,12.93,31.15,23.43,"18HU99054"
"HL2","99054",1999,10,23,-63.3263,44.262,50,9.24,32,24.74,"18HU99054"
"HL2","99054",1999,10,23,-63.3263,44.262,75,3.62,32.36,25.72,"18HU99054"
"HL2","99054",1999,10,23,-63.3263,44.262,100,3.71,32.62,25.92,"18HU99054"
"HL2","99054",1999,10,23,-63.3263,44.262,125,4.49,33.04,26.18,"18HU99054"
"HL2","99054",1999,10,23,-63.3263,44.262,150,4.74,33.15,26.24,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,0,9.97,30.95,23.79,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,10,9.98,30.98,23.82,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,20,9.99,30.99,23.82,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,30,9.99,30.99,23.83,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,50,6.64,31.67,24.84,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,75,4.22,32.61,25.86,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,100,5.51,33.34,26.3,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,125,7.72,34.17,26.67,"18HU99054"
"HL2","99054",1999,11,5,-63.2712,44.287,150,8.13,34.34,26.74,"18HU99054"
"HL2","99054",1999,11,12,-63.3217,44.2627,0,8.99,30.83,23.85,"18HU99054"
"HL2","99054",1999,11,12,-63.3217,44.2627,10,8.98,30.69,23.75,"18HU99054"
"HL2","99054",1999,11,12,-63.3217,44.2627,20,8.97,30.76,23.8,"18HU99054"
"HL2","99054",1999,11,12,-63.3217,44.2627,30,8.71,30.81,23.89,"18HU99054"
"HL2","99054",1999,11,12,-63.3217,44.2627,50,5.68,31.79,25.06,"18HU99054"
"HL2","99054",1999,11,12,-63.3217,44.2627,75,4.08,32.78,26.01,"18HU99054"
"HL2","99054",1999,11,12,-63.3217,44.2627,100,4.2,32.86,26.06,"18HU99054"
"HL2","99054",1999,11,12,-63.3217,44.2627,125,4.44,33,26.15,"18HU99054"
"HL2","99666",1999,11,24,-63.3167,44.2667,0,7.81,30.78,23.99,"18VA99666"
"HL2","99666",1999,11,24,-63.3167,44.2667,10,7.74,30.78,24,"18VA99666"
"HL2","99666",1999,11,24,-63.3167,44.2667,20,7.72,30.79,24,"18VA99666"
"HL2","99666",1999,11,24,-63.3167,44.2667,30,7.77,30.84,24.04,"18VA99666"
"HL2","99666",1999,11,24,-63.3167,44.2667,50,8.85,31.74,24.59,"18VA99666"
"HL2","99666",1999,11,24,-63.3167,44.2667,75,4.13,32.63,25.89,"18VA99666"
"HL2","99666",1999,11,24,-63.3167,44.2667,100,4.55,33.03,26.16,"18VA99666"
"HL2","99666",1999,11,24,-63.3167,44.2667,125,6.29,33.57,26.39,"18VA99666"
"HL2","99666",1999,11,24,-63.3167,44.2667,150,7.76,34.16,26.65,"18VA99666"
"HL2","BCD2000666",2000,1,10,-63.3167,44.2667,0,3.57,30.83,24.51,"18VA00666"
"HL2","BCD2000666",2000,1,10,-63.3167,44.2667,10,3.57,30.92,24.58,"18VA00666"
"HL2","BCD2000666",2000,1,10,-63.3167,44.2667,20,3.58,30.93,24.58,"18VA00666"
"HL2","BCD2000666",2000,1,10,-63.3167,44.2667,30,3.6,30.93,24.59,"18VA00666"
"HL2","BCD2000666",2000,1,10,-63.3167,44.2667,50,6.05,31.68,24.92,"18VA00666"
"HL2","BCD2000666",2000,1,10,-63.3167,44.2667,75,4.44,32.35,25.64,"18VA00666"
"HL2","BCD2000666",2000,1,10,-63.3167,44.2667,100,4.39,32.74,25.95,"18VA00666"
"HL2","BCD2000666",2000,1,10,-63.3167,44.2667,125,5.69,33.22,26.18,"18VA00666"
"HL2","99065",2000,2,15,-63.3312,44.2637,0,1.54,31.17,24.93,"18NE00065"
"HL2","99065",2000,2,15,-63.3312,44.2637,10,1.54,31.17,24.93,"18NE00065"
"HL2","99065",2000,2,15,-63.3312,44.2637,20,1.5,31.17,24.94,"18NE00065"
"HL2","99065",2000,2,15,-63.3312,44.2637,30,1.6,31.22,24.97,"18NE00065"
"HL2","99065",2000,2,15,-63.3312,44.2637,50,3.33,31.9,25.38,"18NE00065"
"HL2","99065",2000,2,15,-63.3312,44.2637,75,4.27,32.46,25.74,"18NE00065"
"HL2","99065",2000,2,15,-63.3312,44.2637,100,5.24,32.8,25.91,"18NE00065"
"HL2","99065",2000,2,15,-63.3312,44.2637,125,5.07,32.94,26.03,"18NE00065"
"HL2","99065",2000,2,15,-63.3312,44.2637,150,6.34,33.39,26.24,"18NE00065"
"HL2","99066",2000,3,2,-63.313,44.262,0,0.73,31,24.85,"18NE00066"
"HL2","99066",2000,3,2,-63.313,44.262,10,0.71,31.01,24.85,"18NE00066"
"HL2","99066",2000,3,2,-63.313,44.262,20,0.67,31.02,24.87,"18NE00066"
"HL2","99066",2000,3,2,-63.313,44.262,30,1.33,31.31,25.06,"18NE00066"
"HL2","99066",2000,3,2,-63.313,44.262,50,2.83,32.01,25.52,"18NE00066"
"HL2","99066",2000,3,2,-63.313,44.262,75,3.82,32.43,25.76,"18NE00066"
"HL2","99066",2000,3,2,-63.313,44.262,100,5.5,33.11,26.12,"18NE00066"
"HL2","99066",2000,3,2,-63.313,44.262,125,8.05,34.02,26.5,"18NE00066"
"HL2","99066",2000,3,17,-63.3145,44.2658,0,0.84,30.7,24.6,"18NE00066"
"HL2","99066",2000,3,17,-63.3145,44.2658,10,0.84,30.95,24.8,"18NE00066"
"HL2","99066",2000,3,17,-63.3145,44.2658,20,0.87,31,24.84,"18NE00066"
"HL2","99066",2000,3,17,-63.3145,44.2658,30,1.75,31.49,25.18,"18NE00066"
"HL2","99066",2000,3,17,-63.3145,44.2658,50,2.29,31.74,25.34,"18NE00066"
"HL2","99066",2000,3,17,-63.3145,44.2658,75,2.81,32.02,25.53,"18NE00066"
"HL2","99066",2000,3,17,-63.3145,44.2658,100,4.5,32.78,25.97,"18NE00066"
"HL2","99066",2000,3,17,-63.3145,44.2658,125,7.76,34.06,26.58,"18NE00066"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,0,2.72,30.85,24.6,"18PZ00002"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,10,2.72,30.85,24.6,"18PZ00002"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,20,2.32,31.13,24.85,"18PZ00002"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,30,2.31,31.68,25.29,"18PZ00002"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,50,4.01,32.42,25.74,"18PZ00002"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,75,4.58,32.74,25.93,"18PZ00002"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,100,5.96,33.28,26.2,"18PZ00002"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,125,9.01,34.45,26.69,"18PZ00002"
"HL2","PAR2000002",2000,4,7,-63.3165,44.2665,150,9.19,34.56,26.74,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,0,3.47,31.42,24.99,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,10,3.48,31.43,24.99,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,20,3.55,31.68,25.19,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,30,3.66,32.08,25.49,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,50,4.24,32.59,25.84,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,75,4.67,32.78,25.95,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,100,5.67,33.17,26.15,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,125,7.66,33.93,26.49,"18PZ00002"
"HL2","PAR2000002",2000,4,12,-63.3173,44.2657,150,8.46,34.26,26.62,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,0,4.14,31.97,25.36,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,10,4.14,31.97,25.37,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,20,4.14,31.98,25.37,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,30,4.11,32.02,25.4,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,50,3.64,32.3,25.67,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,75,4.1,32.48,25.77,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,100,4.15,32.51,25.79,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,125,4.37,32.6,25.84,"18PZ00002"
"HL2","PAR2000002",2000,4,23,-63.3165,44.2667,150,6.14,33.03,25.98,"18PZ00002"
"HL2","PAR2000001",2000,5,2,-63.317,44.2667,0,NA,NA,NA,"18PZ00001"
"HL2","PAR2000001",2000,5,2,-63.317,44.2667,10,4.27,31.45,24.94,"18PZ00001"
"HL2","PAR2000001",2000,5,2,-63.317,44.2667,20,4.22,31.92,25.31,"18PZ00001"
"HL2","PAR2000001",2000,5,2,-63.317,44.2667,30,4.71,32.1,25.41,"18PZ00001"
"HL2","PAR2000001",2000,5,2,-63.317,44.2667,50,3.67,32.29,25.66,"18PZ00001"
"HL2","PAR2000001",2000,5,2,-63.317,44.2667,75,3.77,32.52,25.84,"18PZ00001"
"HL2","PAR2000001",2000,5,2,-63.317,44.2667,100,5.85,33.21,26.15,"18PZ00001"
"HL2","PAR2000001",2000,5,2,-63.317,44.2667,125,7.95,34.05,26.54,"18PZ00001"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,0,6.33,31.73,24.93,"18VA00666"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,10,6.06,31.97,25.15,"18VA00666"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,20,5.78,32,25.21,"18VA00666"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,30,5.21,32.18,25.42,"18VA00666"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,50,4.54,32.38,25.65,"18VA00666"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,75,5.33,32.95,26.01,"18VA00666"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,100,7.64,33.87,26.44,"18VA00666"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,125,8.68,34.34,26.65,"18VA00666"
"HL2","BCD2000666",2000,5,9,-63.3167,44.2667,150,9.28,34.59,26.76,"18VA00666"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,0,NA,NA,NA,"18HU00009"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,10,6.2,32.03,25.18,"18HU00009"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,20,6.21,32.03,25.18,"18HU00009"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,30,6.21,32.05,25.2,"18HU00009"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,50,4.42,32.09,25.43,"18HU00009"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,75,4.36,32.64,25.87,"18HU00009"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,100,6.49,33.47,26.28,"18HU00009"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,125,8.27,34.18,26.59,"18HU00009"
"HL2","HUD2000009",2000,5,21,-63.3453,44.2575,150,8.9,34.42,26.68,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,0,NA,NA,NA,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,10,8.53,32.03,24.86,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,20,8.67,32.11,24.91,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,30,8.06,32.19,25.06,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,50,3.81,32.09,25.49,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,75,3.82,32.46,25.79,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,100,5.48,33.1,26.11,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,125,7.31,33.83,26.46,"18HU00009"
"HL2","HUD2000009",2000,6,8,-63.317,44.2638,150,8.57,34.31,26.65,"18HU00009"
"HL2","PAR2000075",2000,6,14,-63.3175,44.2669,0,9.31,31.34,24.21,"18PZ00075"
"HL2","PAR2000075",2000,6,14,-63.3175,44.2669,10,8.83,31.43,24.35,"18PZ00075"
"HL2","PAR2000075",2000,6,14,-63.3175,44.2669,20,8.37,31.76,24.68,"18PZ00075"
"HL2","PAR2000075",2000,6,14,-63.3175,44.2669,30,5.54,31.83,25.1,"18PZ00075"
"HL2","PAR2000075",2000,6,14,-63.3175,44.2669,50,3.98,32.31,25.65,"18PZ00075"
"HL2","PAR2000075",2000,6,14,-63.3175,44.2669,75,4.09,32.69,25.94,"18PZ00075"
"HL2","PAR2000075",2000,6,14,-63.3175,44.2669,100,5.05,33.04,26.11,"18PZ00075"
"HL2","PAR2000075",2000,6,14,-63.3175,44.2669,125,7.56,33.93,26.5,"18PZ00075"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,0,13.32,30.82,23.1,"18NE00026"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,10,12.76,31.71,23.89,"18NE00026"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,20,10.5,32.27,24.74,"18NE00026"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,30,8.52,32.33,25.1,"18NE00026"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,50,4.44,32.38,25.66,"18NE00026"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,75,4.39,32.8,26,"18NE00026"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,100,6.69,33.54,26.31,"18NE00026"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,125,8.17,34.13,26.57,"18NE00026"
"HL2","NED2000026",2000,6,29,-63.3167,44.2667,150,9.09,34.47,26.69,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,0,15,31.15,23.01,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,10,13.6,31.14,23.29,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,20,9.63,31.93,24.61,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,30,7.59,32.15,25.09,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,50,4.49,32.38,25.65,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,75,4.7,32.86,26.01,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,100,6.73,33.61,26.36,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,125,8.21,34.15,26.58,"18NE00026"
"HL2","NED2000026",2000,7,15,-63.3217,44.2617,150,9.18,34.51,26.71,"18NE00026"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,0,17.82,31.46,22.6,"18NE00031"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,10,17.72,31.47,22.64,"18NE00031"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,20,11.78,31.89,24.22,"18NE00031"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,30,8.67,32.17,24.95,"18NE00031"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,50,5.8,32.4,25.52,"18NE00031"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,75,4.67,32.77,25.95,"18NE00031"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,100,6.35,33.46,26.29,"18NE00031"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,125,7.56,33.92,26.49,"18NE00031"
"HL2","NED2000031",2000,7,29,-63.3139,44.2657,150,9.16,34.51,26.71,"18NE00031"
"HL2","BCD2000666",2000,8,22,-63.3167,44.2667,0,18.77,31.01,22.03,"18VA00666"
"HL2","BCD2000666",2000,8,22,-63.3167,44.2667,10,18.71,31,22.04,"18VA00666"
"HL2","BCD2000666",2000,8,22,-63.3167,44.2667,20,13.84,31.78,23.73,"18VA00666"
"HL2","BCD2000666",2000,8,22,-63.3167,44.2667,30,7.24,32.38,25.32,"18VA00666"
"HL2","BCD2000666",2000,8,22,-63.3167,44.2667,50,4.25,32.63,25.88,"18VA00666"
"HL2","BCD2000666",2000,8,22,-63.3167,44.2667,75,4.77,32.91,26.04,"18VA00666"
"HL2","BCD2000666",2000,8,22,-63.3167,44.2667,100,6.39,33.47,26.29,"18VA00666"
"HL2","BCD2000666",2000,8,22,-63.3167,44.2667,125,8.19,34.1,26.54,"18VA00666"
"HL2","HUD2000050",2000,9,30,-63.2305,44.2957,0,14.61,30.66,22.71,"18HU00050"
"HL2","HUD2000050",2000,9,30,-63.2305,44.2957,10,14.62,30.67,22.72,"18HU00050"
"HL2","HUD2000050",2000,9,30,-63.2305,44.2957,20,13.65,30.75,22.98,"18HU00050"
"HL2","HUD2000050",2000,9,30,-63.2305,44.2957,30,9.63,31.44,24.23,"18HU00050"
"HL2","HUD2000050",2000,9,30,-63.2305,44.2957,50,5.59,32.22,25.4,"18HU00050"
"HL2","HUD2000050",2000,9,30,-63.2305,44.2957,75,5.13,32.74,25.87,"18HU00050"
"HL2","HUD2000050",2000,9,30,-63.2305,44.2957,100,5.94,33.36,26.26,"18HU00050"
"HL2","HUD2000050",2000,9,30,-63.2305,44.2957,125,8.31,34.2,26.6,"18HU00050"
"HL2","HUD2000050",2000,10,7,-63.3223,44.268,0,15.55,30.27,22.21,"18HU00050"
"HL2","HUD2000050",2000,10,7,-63.3223,44.268,10,15.55,30.27,22.21,"18HU00050"
