mission_descriptor	collector_event_id	collector_sample_id	collector_station_name	year	month	day	time	latitude	longitude	start_depth	end_depth
18VA18666	3	358463	HL_02	2018	3	20	1555	44.2667	-63.3167	150	0
18VA18666	4	358473	HL_02	2018	4	3	1435	44.27	-63.32166	162	0
18HU18004	77	446015	HL_02	2018	4	13	551	44.26563	-63.31755	135	0
18VA18666	5	358483	HL_02	2018	5	1	1440	44.27	-63.32	160	0
18VA18666	6	446751	HL_02	2018	5	18	1444	44.2667	-63.3167	160	0
18HU18008	265	438552	HL_02	2018	5	21	1006	44.26558	-63.31048	141	0
18VA18666	7	446761	HL_02	2018	6	7	1450	44.2667	-63.3167	158	0
18VA18666	8	446771	HL_02	2018	6	28	1530	44.2667	-63.3167	174	0
18TL18023	2	441751	HL_02	2018	7	14	240	44.27384	-63.3249	205	0
18TL18023	100	442098	HL_02	2018	7	28	553	44.26058	-63.32037	150	0
18VA18666	9	446781	HL_02	2018	8	28	1410	44.2667	-63.3167	145	0
18HU18030	6	448601	HL_02	2018	9	15	2237	44.26638	-63.3173	136	0
18HU18030	97	449366	HL_02	2018	9	23	39	44.26605	-63.31642	144	0
18HU18030	255	450347	HL_02	2018	10	5	1508	44.26722	-63.31787	142	0
18VA18666	10	446791	HL_02	2018	10	30	1500	44.2667	-63.3167	165	0
18VA18666	11	446801	HL_02	2018	11	19	1545	44.2667	-63.3167	160	0
18VA18666	12	446811	HL_02	2018	12	6	1600	44.2667	-63.3167	160	0
18VA18666	13	446821	HL_02	2018	12	21	1510	44.2667	-63.3167	160	0
18VA19666	1	446831	HL_02	2019	1	14	1530	44.2667	-63.3167	154	0
18VA19666	2	446841	HL_02	2019	2	5	1450	44.2667	-63.3167	150	0
18NE19102	5	442476	HL_02	2019	2	18	2246	44.25823	-63.31344	130	0
18NE19102	21	442652	17	2019	3	9	1118	44.2728	-63.32623	150	0
18NE19102	96	442899	HL_02	2019	3	22	1002	44.26827	-63.32928	172	0
18OL19001	85	473483	HL_02	2019	4	15	1040	44.26595	-63.31679	153	0
18OL19001	155	473972	HL_02	2019	4	25	1355	44.26627	-63.31616	153	0
18VA19666	3	446851	HL_02	2019	5	10	1420	44.2667	-63.3167	154	0
18VA19666	4	446861	HL_02	2019	5	28	1536	44.2667	-63.3167	145	0
18DL19001	7	476267	HL_02	2019	6	7	1222	44.26533	-63.30095	145	0
18VA19666	5	446871	HL_02	2019	6	19	1453	44.2667	-63.3167	148	0
18VA19666	6	442909	HL_02	2019	6	27	1345	44.26685	-63.3214	161	0
18NE19030	118	451816	115	2019	7	16	434	44.26137	-63.31239	177	0
18NE19030	191	452060	184	2019	7	26	617	44.26873	-63.32848	150	0
18NE19030	280	452362	271	2019	8	10	956	44.27078	-63.32782	150	0
18VA19666	7	446881	HL_02	2019	10	21	1355	44.2667	-63.3167	165	0
18VA19666	8	446891	HL_02	2019	11	22	1455	44.2667	-63.3167	159	0
18VA19666	9	446901	HL_02	2019	12	17	1450	44.2667	-63.3167	160	0
